date,pcp,evap,debit
2004-01-11,0.0,5.83,0.265
2004-01-12,0.0,5.53,0.252
2004-01-13,0.0,4.88,0.239
2004-01-14,0.0,5.54,0.227
2004-01-15,0.0,5.58,0.216
2004-01-16,0.0,6.29,0.205
2004-01-17,11.5,5.26,0.195
2004-01-18,0.0,5.61,0.185
2004-01-19,0.0,6.27,0.176
2004-01-20,0.0,5.92,0.167
2004-01-21,0.0,5.99,0.159
2004-01-22,0.0,5.88,0.151
2004-01-23,0.0,5.98,0.143
2004-01-24,0.0,6.14,0.136
2004-01-25,0.0,5.69,0.129
2004-01-26,0.0,6.23,0.123
2004-01-27,11.2,5.58,0.117
2004-01-28,0.0,6.12,0.111
2004-01-29,0.0,6.1,0.105
2004-01-30,0.0,5.89,0.1
2004-01-31,0.0,6.09,0.095
2004-02-01,0.0,5.94,0.09
2004-02-02,0.0,5.83,0.086
2004-02-03,0.0,6.07,0.081
2004-02-04,0.0,5.87,0.077
2004-02-05,0.0,6.32,0.074
2004-02-06,0.0,5.9,0.07
2004-02-07,0.0,6.48,0.066
2004-02-08,0.0,5.94,0.063
2004-02-09,0.0,6.14,0.06
2004-02-10,0.0,6.15,0.057
2004-02-11,0.0,6.75,0.054
2004-02-12,0.0,6.47,0.051
2004-02-13,0.0,6.33,0.049
2004-02-14,0.0,6.56,0.046
2004-02-15,0.0,5.8,0.044
2004-02-16,0.0,6.44,0.042
2004-02-17,0.0,7.07,0.04
2004-02-18,0.0,6.52,0.038
2004-02-19,0.0,6.52,0.036
2004-02-20,0.0,6.68,0.034
2004-02-21,0.0,6.8,0.032
2004-02-22,0.0,5.95,0.031
2004-02-23,0.0,6.05,0.029
2004-02-24,0.0,6.63,0.028
2004-02-25,0.0,6.37,0.026
2004-02-26,0.0,6.99,0.025
2004-02-27,0.0,6.51,0.024
2004-02-28,0.0,6.04,0.023
2004-02-29,0.0,6.25,0.021
2004-03-01,0.0,5.81,0.02
2004-03-02,0.0,6.57,0.019
2004-03-03,0.0,6.6,0.018
2004-03-04,0.0,6.53,0.017
2004-03-05,2.1,6.99,0.017
2004-03-06,0.0,7.03,0.016
2004-03-07,0.0,6.63,0.015
2004-03-08,0.0,6.04,0.014
2004-03-09,0.0,6.87,0.014
2004-03-10,0.0,6.86,0.013
2004-03-11,0.0,6.79,0.012
2004-03-12,0.0,6.99,0.012
2004-03-13,0.0,6.35,0.011
2004-03-14,0.0,7.3,0.01
2004-03-15,0.0,6.41,0.01
2004-03-16,0.0,6.92,0.009
2004-03-17,0.0,6.19,0.009
2004-03-18,0.0,6.42,0.009
2004-03-19,0.0,7.15,0.008
2004-03-20,0.0,6.61,0.008
2004-03-21,0.0,6.94,0.007
2004-03-22,0.0,6.76,0.007
2004-03-23,0.0,6.65,0.007
2004-03-24,0.0,7.08,0.006
2004-03-25,0.0,6.6,0.006
2004-03-26,0.0,6.13,0.006
2004-03-27,0.0,6.41,0.005
2004-03-28,0.0,6.81,0.005
2004-03-29,0.0,6.76,0.005
2004-03-30,0.0,6.16,0.005
2004-03-31,0.0,6.4,0.004
2004-04-01,0.0,6.43,0.004
2004-04-02,0.0,6.49,0.004
2004-04-03,0.0,6.17,0.004
2004-04-04,0.0,6.38,0.004
2004-04-05,0.0,6.34,0.003
2004-04-06,0.0,6.78,0.003
2004-04-07,0.0,6.77,0.003
2004-04-08,0.0,6.47,0.003
2004-04-09,0.0,6.38,0.003
2004-04-10,0.0,6.53,0.003
2004-04-11,0.0,6.22,0.002
2004-04-12,0.0,6.11,0.002
2004-04-13,15.3,6.15,0.002
2004-04-14,0.0,6.22,0.002
2004-04-15,0.0,6.05,0.002
2004-04-16,0.0,6.42,0.002
2004-04-17,0.0,6.57,0.002
2004-04-18,0.0,5.86,0.002
2004-04-19,0.0,6.32,0.002
2004-04-20,0.0,6.23,0.002
2004-04-21,0.0,6.37,0.001
2004-04-22,0.0,6.24,0.001
2004-04-23,0.0,5.79,0.001
2004-04-24,0.0,5.82,0.001
2004-04-25,15.2,6.18,0.001
2004-04-26,0.0,6.46,0.001
2004-04-27,0.0,5.46,0.001
2004-04-28,0.0,6.2,0.001
2004-04-29,0.0,6.43,0.001
2004-04-30,0.0,6.0,0.001
2004-05-01,0.0,6.18,0.001
2004-05-02,18.4,5.78,0.001
2004-05-03,0.0,5.93,0.001
2004-05-04,0.0,5.45,0.001
2004-05-05,0.0,5.2,0.001
2004-05-06,0.0,6.16,0.001
2004-05-07,0.0,5.55,0.001
2004-05-08,0.0,5.68,0.001
2004-05-09,0.0,5.37,0.001
2004-05-10,0.0,5.33,0.001
2004-05-11,0.0,5.67,0.001
2004-05-12,0.0,5.47,0.001
2004-05-13,0.0,5.77,0.0
2004-05-14,0.0,5.76,0.0
2004-05-15,0.0,5.69,0.0
2004-05-16,0.0,5.63,0.0
2004-05-17,0.0,6.0,0.0
2004-05-18,0.0,5.18,0.0
2004-05-19,0.0,5.45,0.0
2004-05-20,5.6,5.77,0.0
2004-05-21,0.0,5.77,0.0
2004-05-22,0.0,4.93,0.0
2004-05-23,0.0,5.23,0.0
2004-05-24,2.5,5.7,0.0
2004-05-25,0.0,5.41,0.0
2004-05-26,0.0,5.28,0.0
2004-05-27,0.0,5.12,0.0
2004-05-28,6.2,5.03,0.0
2004-05-29,0.0,5.2,0.0
2004-05-30,0.0,5.0,0.0
2004-05-31,0.0,5.02,0.0
2004-06-01,0.0,5.02,0.0
2004-06-02,0.0,4.76,0.0
2004-06-03,0.0,5.09,0.0
2004-06-04,0.0,5.76,0.0
2004-06-05,0.0,4.32,0.0
2004-06-06,0.0,4.91,0.0
2004-06-07,0.0,4.55,0.0
2004-06-08,0.0,4.91,0.0
2004-06-09,3.7,4.71,0.0
2004-06-10,4.3,4.89,0.0
2004-06-11,0.0,4.98,0.0
2004-06-12,0.0,4.65,0.0
2004-06-13,0.0,4.89,0.0
2004-06-14,0.0,3.81,0.0
2004-06-15,0.0,4.95,0.0
2004-06-16,0.0,4.55,0.0
2004-06-17,6.2,4.72,0.0
2004-06-18,11.6,3.99,0.0
2004-06-19,0.0,4.07,0.0
2004-06-20,33.8,4.33,0.0
2004-06-21,0.0,4.24,0.0
2004-06-22,0.0,4.29,0.0
2004-06-23,0.0,4.5,0.0
2004-06-24,12.3,3.61,0.0
2004-06-25,0.0,4.39,0.0
2004-06-26,8.1,4.06,0.0
2004-06-27,0.0,3.96,0.0
2004-06-28,5.7,3.55,0.0
2004-06-29,0.0,4.1,0.0
2004-06-30,0.0,3.19,0.0
2004-07-01,42.5,4.07,0.0
2004-07-02,7.2,3.39,0.0
2004-07-03,0.0,3.82,0.0
2004-07-04,22.7,3.73,0.0
2004-07-05,37.7,4.08,0.0
2004-07-06,18.8,3.64,0.0
2004-07-07,0.0,3.45,0.0
2004-07-08,0.0,3.48,0.0
2004-07-09,22.8,3.98,0.0
2004-07-10,0.0,3.72,0.0
2004-07-11,45.8,3.41,144.186
2004-07-12,24.6,3.42,102.44
2004-07-13,52.9,2.99,226.746
2004-07-14,8.4,3.54,70.182
2004-07-15,38.8,2.86,194.152
2004-07-16,0.0,3.58,65.892
2004-07-17,35.7,3.37,177.617
2004-07-18,0.0,4.01,73.72
2004-07-19,19.1,2.93,118.803
2004-07-20,24.4,3.2,157.228
2004-07-21,12.6,3.74,114.815
2004-07-22,0.0,3.53,79.848
2004-07-23,0.0,2.93,75.856
2004-07-24,33.0,3.18,165.899
2004-07-25,20.1,3.08,148.049
2004-07-26,6.1,3.14,96.324
2004-07-27,0.0,2.82,81.744
2004-07-28,21.5,2.97,140.539
2004-07-29,0.0,2.49,81.566
2004-07-30,0.3,2.98,77.487
2004-07-31,10.9,3.05,84.733
2004-08-01,0.0,2.82,71.31
2004-08-02,25.7,2.38,149.724
2004-08-03,25.0,3.14,161.804
2004-08-04,0.0,2.93,81.606
2004-08-05,35.6,2.57,197.854
2004-08-06,8.5,2.68,111.799
2004-08-07,6.6,2.29,104.222
2004-08-08,64.1,2.41,331.125
2004-08-09,0.0,2.54,111.078
2004-08-10,3.2,3.05,105.524
2004-08-11,0.0,2.47,100.247
2004-08-12,0.0,2.83,95.235
2004-08-13,0.0,2.46,90.473
2004-08-14,0.0,2.67,85.95
2004-08-15,0.0,2.54,81.652
2004-08-16,0.0,2.82,77.57
2004-08-17,8.7,2.38,73.691
2004-08-18,2.3,2.05,70.007
2004-08-19,0.0,2.1,66.506
2004-08-20,42.2,2.33,172.397
2004-08-21,0.0,2.1,73.555
2004-08-22,14.7,2.59,109.947
2004-08-23,0.0,2.31,71.349
2004-08-24,28.7,3.15,160.712
2004-08-25,0.0,1.9,75.907
2004-08-26,37.7,2.47,205.286
2004-08-27,24.0,2.06,172.616
2004-08-28,0.0,2.24,91.614
2004-08-29,0.0,2.42,87.033
2004-08-30,0.0,1.67,82.681
2004-08-31,0.0,2.43,78.547
2004-09-01,4.9,2.92,74.62
2004-09-02,0.0,2.21,70.889
2004-09-03,20.6,2.41,105.695
2004-09-04,0.0,2.64,68.729
2004-09-05,0.0,2.27,65.293
2004-09-06,3.6,2.14,62.028
2004-09-07,0.0,1.63,58.927
2004-09-08,0.0,2.5,55.981
2004-09-09,4.3,2.27,53.182
2004-09-10,0.0,2.0,50.522
2004-09-11,0.0,2.34,47.996
2004-09-12,11.0,2.13,45.597
2004-09-13,0.0,2.14,43.317
2004-09-14,13.4,2.48,74.081
2004-09-15,2.3,1.9,44.771
2004-09-16,0.0,2.62,41.213
2004-09-17,2.7,1.88,39.152
2004-09-18,6.7,2.11,48.493
2004-09-19,0.0,2.89,36.735
2004-09-20,13.1,2.65,65.225
2004-09-21,0.0,2.35,36.911
2004-09-22,0.0,2.04,35.066
2004-09-23,7.0,2.17,35.328
2004-09-24,0.0,2.36,31.897
2004-09-25,15.8,2.35,74.685
2004-09-26,0.0,2.32,34.286
2004-09-27,10.8,2.35,57.148
2004-09-28,0.0,2.3,33.989
2004-09-29,2.0,1.94,32.289
2004-09-30,0.0,2.23,30.675
2004-10-01,16.6,2.67,67.301
2004-10-02,1.1,2.0,32.413
2004-10-03,0.0,2.36,30.792
2004-10-04,0.0,2.19,29.252
2004-10-05,0.0,2.48,27.79
2004-10-06,0.9,2.34,26.4
2004-10-07,10.3,2.92,25.08
2004-10-08,0.0,2.64,23.826
2004-10-09,0.0,2.11,22.635
2004-10-10,0.0,2.72,21.503
2004-10-11,0.0,2.31,20.428
2004-10-12,0.0,2.38,19.407
2004-10-13,1.8,2.67,18.436
2004-10-14,0.0,2.45,17.514
2004-10-15,0.0,2.88,16.639
2004-10-16,0.0,2.4,15.807
2004-10-17,0.0,2.47,15.016
2004-10-18,0.0,2.48,14.266
2004-10-19,0.0,2.53,13.552
2004-10-20,0.0,3.05,12.875
2004-10-21,0.0,2.93,12.231
2004-10-22,0.0,3.28,11.619
2004-10-23,0.0,3.47,11.038
2004-10-24,3.7,2.5,10.487
2004-10-25,0.0,2.86,9.962
2004-10-26,0.0,2.51,9.464
2004-10-27,0.0,2.65,8.991
2004-10-28,0.0,2.72,8.541
2004-10-29,0.0,2.62,8.114
2004-10-30,0.0,2.65,7.709
2004-10-31,0.0,2.95,7.323
2004-11-01,0.0,2.65,6.957
2004-11-02,0.0,3.3,6.609
2004-11-03,0.0,2.8,6.279
2004-11-04,0.0,3.95,5.965
2004-11-05,0.0,3.0,5.667
2004-11-06,0.0,3.19,5.383
2004-11-07,0.0,2.81,5.114
2004-11-08,0.0,3.74,4.858
2004-11-09,0.0,3.59,4.615
2004-11-10,0.0,3.38,4.385
2004-11-11,0.0,2.92,4.165
2004-11-12,0.0,3.41,3.957
2004-11-13,0.0,3.05,3.759
2004-11-14,0.0,3.86,3.571
2004-11-15,0.0,3.69,3.393
2004-11-16,0.0,3.51,3.223
2004-11-17,0.0,2.79,3.062
2004-11-18,0.0,3.26,2.909
2004-11-19,0.0,3.79,2.763
2004-11-20,0.0,3.98,2.625
2004-11-21,0.0,3.99,2.494
2004-11-22,0.0,3.21,2.369
2004-11-23,0.0,3.82,2.251
2004-11-24,0.0,4.06,2.138
2004-11-25,0.0,3.3,2.031
2004-11-26,0.0,3.83,1.93
2004-11-27,0.0,3.95,1.833
2004-11-28,0.0,3.81,1.742
2004-11-29,0.0,3.39,1.655
2004-11-30,0.0,3.88,1.572
2004-12-01,0.0,3.92,1.493
2004-12-02,0.0,4.01,1.419
2004-12-03,0.0,3.92,1.348
2004-12-04,10.6,3.99,1.28
2004-12-05,0.0,4.15,1.216
2004-12-06,0.0,4.33,1.155
2004-12-07,0.0,4.15,1.098
2004-12-08,0.0,4.15,1.043
2004-12-09,0.0,4.34,0.991
2004-12-10,0.0,3.77,0.941
2004-12-11,0.0,4.53,0.894
2004-12-12,0.0,4.43,0.849
2004-12-13,0.0,4.48,0.807
2004-12-14,0.0,4.79,0.767
2004-12-15,0.0,3.95,0.728
2004-12-16,0.0,3.99,0.692
2004-12-17,0.0,4.7,0.657
2004-12-18,0.0,4.65,0.624
2004-12-19,0.0,4.74,0.593
2004-12-20,0.0,4.59,0.563
2004-12-21,0.0,4.97,0.535
2004-12-22,0.0,5.08,0.509
2004-12-23,0.0,4.99,0.483
2004-12-24,0.0,4.8,0.459
2004-12-25,0.0,4.28,0.436
2004-12-26,0.0,5.18,0.414
2004-12-27,0.0,5.36,0.393
2004-12-28,0.0,5.22,0.374
2004-12-29,0.0,4.8,0.355
2004-12-30,0.0,5.3,0.337
2004-12-31,0.0,5.39,0.321
2005-01-01,0.0,5.61,0.304
2005-01-02,0.0,4.92,0.289
2005-01-03,0.0,5.15,0.275
2005-01-04,0.0,5.48,0.261
2005-01-05,6.7,5.31,0.248
2005-01-06,0.0,4.99,0.236
2005-01-07,0.0,5.48,0.224
2005-01-08,0.0,5.57,0.213
2005-01-09,0.0,5.45,0.202
2005-01-10,0.0,5.53,0.192
2005-01-11,0.0,5.42,0.182
2005-01-12,0.0,5.97,0.173
2005-01-13,0.0,5.29,0.165
2005-01-14,0.0,5.42,0.156
2005-01-15,0.0,5.63,0.148
2005-01-16,0.0,5.92,0.141
2005-01-17,0.0,5.24,0.134
2005-01-18,0.0,5.33,0.127
2005-01-19,0.0,5.14,0.121
2005-01-20,0.0,5.8,0.115
2005-01-21,0.0,5.48,0.109
2005-01-22,0.0,5.73,0.104
2005-01-23,0.0,6.08,0.099
2005-01-24,0.0,5.71,0.094
2005-01-25,0.0,6.0,0.089
2005-01-26,0.0,5.87,0.084
2005-01-27,6.6,6.19,0.08
2005-01-28,0.0,6.16,0.076
2005-01-29,0.0,5.84,0.072
2005-01-30,0.0,6.02,0.069
2005-01-31,0.0,6.41,0.065
2005-02-01,0.0,6.24,0.062
2005-02-02,0.0,5.73,0.059
2005-02-03,0.0,6.37,0.056
2005-02-04,0.0,5.87,0.053
2005-02-05,0.0,6.65,0.051
2005-02-06,0.0,6.55,0.048
2005-02-07,0.0,6.36,0.046
2005-02-08,0.0,6.34,0.043
2005-02-09,0.0,6.25,0.041
2005-02-10,0.0,6.54,0.039
2005-02-11,0.0,6.24,0.037
2005-02-12,0.0,6.45,0.035
2005-02-13,12.4,6.66,0.034
2005-02-14,0.0,6.24,0.032
2005-02-15,0.0,6.25,0.03
2005-02-16,0.0,6.09,0.029
2005-02-17,0.0,6.15,0.027
2005-02-18,0.0,5.94,0.026
2005-02-19,0.0,6.72,0.025
2005-02-20,0.0,7.06,0.023
2005-02-21,0.0,6.96,0.022
2005-02-22,0.0,6.06,0.021
2005-02-23,0.0,6.78,0.02
2005-02-24,0.0,7.0,0.019
2005-02-25,0.0,6.45,0.018
2005-02-26,0.0,6.63,0.017
2005-02-27,2.9,6.0,0.016
2005-02-28,0.0,6.7,0.016
2005-03-01,0.0,6.31,0.015
2005-03-02,0.0,6.7,0.014
2005-03-03,0.0,6.18,0.013
2005-03-04,0.0,6.82,0.013
2005-03-05,0.0,6.97,0.012
2005-03-06,0.0,6.43,0.011
2005-03-07,0.0,6.33,0.011
2005-03-08,0.0,6.03,0.01
2005-03-09,0.0,6.6,0.01
2005-03-10,0.0,6.51,0.009
2005-03-11,0.0,6.23,0.009
2005-03-12,0.0,6.83,0.008
2005-03-13,8.1,6.56,0.008
2005-03-14,0.0,6.38,0.008
2005-03-15,0.0,6.53,0.007
2005-03-16,0.0,7.02,0.007
2005-03-17,0.0,6.88,0.006
2005-03-18,0.0,6.66,0.006
2005-03-19,0.0,6.88,0.006
2005-03-20,0.0,6.35,0.006
2005-03-21,0.0,6.7,0.005
2005-03-22,0.0,6.73,0.005
2005-03-23,0.0,6.54,0.005
2005-03-24,0.0,6.81,0.005
2005-03-25,0.0,6.44,0.004
2005-03-26,0.0,6.82,0.004
2005-03-27,0.0,6.83,0.004
2005-03-28,0.0,5.78,0.004
2005-03-29,0.0,7.0,0.004
2005-03-30,0.0,5.72,0.003
2005-03-31,0.0,6.44,0.003
2005-04-01,0.0,6.92,0.003
2005-04-02,0.0,6.51,0.003
2005-04-03,0.0,6.16,0.003
2005-04-04,0.0,6.26,0.003
2005-04-05,5.6,6.88,0.002
2005-04-06,0.0,5.98,0.002
2005-04-07,0.0,6.88,0.002
2005-04-08,0.0,6.51,0.002
2005-04-09,0.0,6.16,0.002
2005-04-10,0.0,6.32,0.002
2005-04-11,0.0,6.18,0.002
2005-04-12,0.0,6.73,0.002
2005-04-13,0.0,6.67,0.002
2005-04-14,0.0,5.92,0.002
2005-04-15,0.0,6.29,0.001
2005-04-16,0.0,6.14,0.001
2005-04-17,0.0,6.76,0.001
2005-04-18,0.0,5.95,0.001
2005-04-19,0.0,6.82,0.001
2005-04-20,0.0,6.3,0.001
2005-04-21,0.0,5.94,0.001
2005-04-22,0.0,6.07,0.001
2005-04-23,0.0,6.01,0.001
2005-04-24,0.0,5.84,0.001
2005-04-25,0.0,6.23,0.001
2005-04-26,0.0,5.81,0.001
2005-04-27,0.0,5.5,0.001
2005-04-28,0.0,6.01,0.001
2005-04-29,12.5,5.56,0.001
2005-04-30,0.0,5.85,0.001
2005-05-01,0.0,5.77,0.001
2005-05-02,0.0,5.76,0.001
2005-05-03,0.0,6.59,0.001
2005-05-04,0.0,5.98,0.001
2005-05-05,0.0,6.01,0.001
2005-05-06,0.0,5.37,0.001
2005-05-07,0.0,5.68,0.0
2005-05-08,0.0,5.91,0.0
2005-05-09,0.0,5.51,0.0
2005-05-10,3.2,6.06,0.0
2005-05-11,0.0,5.39,0.0
2005-05-12,0.0,5.64,0.0
2005-05-13,4.9,5.52,0.0
2005-05-14,0.0,5.71,0.0
2005-05-15,9.6,5.44,0.0
2005-05-16,14.8,5.51,0.0
2005-05-17,0.0,5.49,0.0
2005-05-18,0.0,5.31,0.0
2005-05-19,0.0,5.64,0.0
2005-05-20,0.0,5.53,0.0
2005-05-21,0.0,5.4,0.0
2005-05-22,14.6,5.26,0.0
2005-05-23,0.0,5.6,0.0
2005-05-24,0.0,5.25,0.0
2005-05-25,0.0,5.2,0.0
2005-05-26,0.0,5.28,0.0
2005-05-27,0.0,5.73,0.0
2005-05-28,1.0,4.78,0.0
2005-05-29,0.2,5.38,0.0
2005-05-30,0.0,4.54,0.0
2005-05-31,0.0,5.14,0.0
2005-06-01,6.4,5.51,0.0
2005-06-02,37.0,5.15,0.0
2005-06-03,0.0,5.01,0.0
2005-06-04,35.2,4.76,0.0
2005-06-05,8.1,4.9,0.0
2005-06-06,0.0,4.78,0.0
2005-06-07,0.0,4.58,0.0
2005-06-08,0.0,4.69,0.0
2005-06-09,0.0,4.8,0.0
2005-06-10,1.5,4.47,0.0
2005-06-11,0.0,4.42,0.0
2005-06-12,16.1,4.22,0.0
2005-06-13,5.4,4.7,0.0
2005-06-14,0.0,4.71,0.0
2005-06-15,0.0,4.58,0.0
2005-06-16,0.0,4.76,0.0
2005-06-17,7.5,4.46,0.0
2005-06-18,0.0,4.52,0.0
2005-06-19,0.0,4.45,0.0
2005-06-20,0.0,4.3,0.0
2005-06-21,0.0,4.13,0.0
2005-06-22,1.7,4.91,0.0
2005-06-23,0.0,4.07,0.0
2005-06-24,0.0,3.97,0.0
2005-06-25,0.0,4.27,0.0
2005-06-26,0.0,4.17,0.0
2005-06-27,0.0,3.64,0.0
2005-06-28,7.2,4.36,0.0
2005-06-29,1.6,3.96,0.0
2005-06-30,0.0,3.62,0.0
2005-07-01,0.0,4.27,0.0
2005-07-02,0.0,4.06,0.0
2005-07-03,19.5,3.46,0.0
2005-07-04,14.7,4.34,0.0
2005-07-05,0.0,3.97,0.0
2005-07-06,0.0,3.73,0.0
2005-07-07,10.8,4.18,0.0
2005-07-08,0.0,3.71,0.0
2005-07-09,64.9,3.62,0.0
2005-07-10,0.0,3.4,0.0
2005-07-11,27.6,3.73,0.0
2005-07-12,9.1,3.67,12.878
2005-07-13,0.8,3.5,1.596
2005-07-14,0.0,3.22,1.516
2005-07-15,0.0,3.46,1.44
2005-07-16,0.0,3.37,1.368
2005-07-17,14.6,2.96,1.3
2005-07-18,3.7,2.89,1.835
2005-07-19,5.4,3.46,8.994
2005-07-20,0.0,2.48,2.145
2005-07-21,0.4,3.29,2.038
2005-07-22,0.0,3.06,1.936
2005-07-23,0.0,3.56,1.839
2005-07-24,0.0,2.99,1.747
2005-07-25,24.0,3.31,26.955
2005-07-26,0.0,2.96,4.711
2005-07-27,6.5,3.09,6.438
2005-07-28,10.2,3.25,32.247
2005-07-29,0.0,2.86,7.709
2005-07-30,0.0,3.27,7.324
2005-07-31,0.0,2.65,6.957
2005-08-01,9.5,3.01,6.61
2005-08-02,0.0,3.17,6.279
2005-08-03,0.0,3.06,5.965
2005-08-04,18.8,3.42,34.91
2005-08-05,0.0,2.59,9.007
2005-08-06,1.6,2.38,8.557
2005-08-07,0.0,2.47,8.129
2005-08-08,0.0,2.94,7.722
2005-08-09,0.0,2.87,7.336
2005-08-10,0.0,2.73,6.97
2005-08-11,0.8,2.34,6.621
2005-08-12,0.0,2.89,6.29
2005-08-13,0.0,2.27,5.976
2005-08-14,52.1,2.97,122.497
2005-08-15,20.0,3.46,85.914
2005-08-16,0.0,2.69,27.059
2005-08-17,0.0,2.74,25.706
2005-08-18,0.0,2.4,24.421
2005-08-19,0.0,1.98,23.2
2005-08-20,0.0,2.33,22.04
2005-08-21,24.1,2.17,61.552
2005-08-22,30.0,2.05,136.529
2005-08-23,0.0,2.98,37.507
2005-08-24,0.0,2.53,35.631
2005-08-25,0.0,2.55,33.85
2005-08-26,0.0,2.33,32.157
2005-08-27,0.0,2.36,30.549
2005-08-28,0.0,2.69,29.022
2005-08-29,0.0,2.38,27.571
2005-08-30,39.3,2.54,105.035
2005-08-31,0.0,2.31,34.652
2005-09-01,0.0,2.26,32.92
2005-09-02,3.2,1.93,31.274
2005-09-03,0.0,1.75,29.71
2005-09-04,0.0,2.26,28.225
2005-09-05,0.0,2.35,26.813
2005-09-06,0.0,1.94,25.473
2005-09-07,3.7,2.31,24.199
2005-09-08,8.4,2.33,22.989
2005-09-09,10.4,1.66,42.403
2005-09-10,0.0,2.03,23.296
2005-09-11,0.0,2.43,22.131
2005-09-12,0.0,2.42,21.024
2005-09-13,0.0,1.95,19.973
2005-09-14,18.3,2.35,48.301
2005-09-15,0.0,2.61,21.66
2005-09-16,3.4,2.53,20.577
2005-09-17,0.0,2.27,19.548
2005-09-18,26.0,2.16,98.098
2005-09-19,0.0,2.12,27.497
2005-09-20,0.0,2.45,26.122
2005-09-21,0.0,2.37,24.816
2005-09-22,41.7,2.51,152.954
2005-09-23,0.0,2.36,38.428
2005-09-24,0.0,2.57,36.506
2005-09-25,0.0,2.36,34.681
2005-09-26,46.5,2.58,179.87
2005-09-27,0.0,2.61,49.505
2005-09-28,0.0,2.12,47.03
2005-09-29,0.0,1.82,44.679
2005-09-30,9.9,2.84,45.071
2005-10-01,0.0,2.46,40.648
2005-10-02,0.0,1.88,38.616
2005-10-03,0.0,2.19,36.685
2005-10-04,0.0,2.65,34.851
2005-10-05,0.0,2.35,33.108
2005-10-06,0.0,2.29,31.453
2005-10-07,0.0,2.88,29.88
2005-10-08,0.0,2.16,28.386
2005-10-09,27.9,2.25,57.581
2005-10-10,0.0,2.57,29.412
2005-10-11,0.0,2.64,27.941
2005-10-12,0.0,2.69,26.544
2005-10-13,35.7,2.83,125.701
2005-10-14,0.0,2.63,36.407
2005-10-15,14.1,2.74,69.577
2005-10-16,0.0,2.53,37.193
2005-10-17,0.0,2.65,35.334
2005-10-18,0.0,2.68,33.567
2005-10-19,0.0,2.74,31.889
2005-10-20,0.0,2.93,30.294
2005-10-21,0.0,2.88,28.78
2005-10-22,4.9,2.75,27.341
2005-10-23,0.0,2.52,25.974
2005-10-24,0.0,2.81,24.675
2005-10-25,0.0,2.8,23.441
2005-10-26,0.0,2.89,22.269
2005-10-27,0.0,3.52,21.156
2005-10-28,0.0,2.73,20.098
2005-10-29,0.0,3.04,19.093
2005-10-30,0.0,3.26,18.138
2005-10-31,0.0,2.99,17.231
2005-11-01,0.0,3.69,16.37
2005-11-02,0.0,2.91,15.551
2005-11-03,0.0,3.14,14.774
2005-11-04,0.0,2.84,14.035
2005-11-05,0.0,3.0,13.333
2005-11-06,0.0,3.21,12.667
2005-11-07,0.0,3.42,12.033
2005-11-08,0.0,3.29,11.432
2005-11-09,0.0,3.6,10.86
2005-11-10,0.0,3.23,10.317
2005-11-11,0.0,3.19,9.801
2005-11-12,0.0,4.13,9.311
2005-11-13,0.0,3.47,8.846
2005-11-14,0.0,3.17,8.403
2005-11-15,1.8,3.21,7.983
2005-11-16,0.0,3.17,7.584
2005-11-17,0.0,3.76,7.205
2005-11-18,0.0,3.41,6.845
2005-11-19,0.0,3.59,6.502
2005-11-20,0.0,3.57,6.177
2005-11-21,0.0,3.84,5.868
2005-11-22,0.0,3.4,5.575
2005-11-23,0.0,3.37,5.296
2005-11-24,17.6,3.79,5.031
2005-11-25,0.0,3.94,4.78
2005-11-26,0.0,3.9,4.541
2005-11-27,0.0,3.59,4.314
2005-11-28,0.0,4.07,4.098
2005-11-29,0.0,3.68,3.893
2005-11-30,0.0,3.78,3.699
2005-12-01,7.4,3.69,3.514
2005-12-02,0.0,4.4,3.338
2005-12-03,0.0,4.24,3.171
2005-12-04,0.0,4.27,3.012
2005-12-05,0.0,4.5,2.862
2005-12-06,0.0,5.01,2.719
2005-12-07,0.0,3.69,2.583
2005-12-08,0.0,4.02,2.454
2005-12-09,0.0,4.09,2.331
2005-12-10,0.0,4.06,2.214
2005-12-11,0.0,4.03,2.104
2005-12-12,0.0,4.3,1.999
2005-12-13,0.0,4.06,1.899
2005-12-14,0.0,4.57,1.804
2005-12-15,0.0,4.52,1.713
2005-12-16,0.0,4.68,1.628
2005-12-17,0.0,4.73,1.546
2005-12-18,0.0,4.8,1.469
2005-12-19,0.0,4.54,1.396
2005-12-20,0.0,5.33,1.326
2005-12-21,14.1,4.8,1.26
2005-12-22,0.0,4.21,1.197
2005-12-23,0.0,4.5,1.137
2005-12-24,0.0,4.32,1.08
2005-12-25,0.0,4.88,1.026
2005-12-26,0.0,4.88,0.975
2005-12-27,0.0,4.81,0.926
2005-12-28,0.0,5.59,0.88
2005-12-29,2.6,5.19,0.836
2005-12-30,0.0,5.28,0.794
2005-12-31,0.0,4.82,0.754
2006-01-01,0.0,4.85,0.716
2006-01-02,0.0,5.19,0.681
2006-01-03,0.0,5.27,0.647
2006-01-04,0.0,4.7,0.614
2006-01-05,0.0,5.23,0.584
2006-01-06,0.0,5.33,0.554
2006-01-07,0.0,5.29,0.527
2006-01-08,0.0,5.15,0.5
2006-01-09,0.0,5.27,0.475
2006-01-10,0.0,5.41,0.452
2006-01-11,0.0,5.52,0.429
2006-01-12,0.0,5.71,0.408
2006-01-13,5.9,5.89,0.387
2006-01-14,0.0,5.51,0.368
2006-01-15,0.0,5.49,0.349
